fecha_corte;entidad;provincia;canton;segmento;por_vencer;no_devenga_intereses;vencida;total_saldo;archivo_origen
2026-01-31;BP AUSTRO;CAÑAR;CAÑAR;CONSUMO;5085944.02;114652.34;91214.58;5291810.94;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;CAÑAR;DELEG;CONSUMO;19775.07;0.0;4.0;19779.07;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;CAÑAR;EL TAMBO;CONSUMO;1571717.67;32646.09;260.71;1604624.47;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;CAÑAR;LA TRONCAL;CONSUMO;5720639.0;181355.81;39675.17;5941669.98;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;CAÑAR;SUSCAL;CONSUMO;22484.58;9717.76;13801.45;46003.79;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;CARCHI;TULCAN;CONSUMO;5569364.28;213248.88;80557.59;5863170.75;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;CHIMBORAZO;RIOBAMBA;CONSUMO;33177370.2;743102.38;189658.38;34110130.96;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;COTOPAXI;LATACUNGA;CONSUMO;8763171.54;410519.54;154222.5;9327913.58;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;EL ORO;EL GUABO;CONSUMO;3530070.64;323368.2;51559.18;3904998.02;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;EL ORO;MACHALA;CONSUMO;46465462.87;2300886.44;618505.24;49384854.55;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;EL ORO;PASAJE;CONSUMO;3384933.07;78696.55;35498.46;3499128.08;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;EL ORO;PIÑAS;CONSUMO;3442844.65;118787.57;24418.77;3586050.99;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;EL ORO;SANTA ROSA;CONSUMO;3303785.43;337682.95;76392.99;3717861.37;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;ESMERALDAS;ESMERALDAS;CONSUMO;1395396.78;226118.62;112661.75;1734177.15;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;GUAYAS;GUAYAQUIL;CONSUMO;237918999.51;7649659.62;3137972.57;248706631.7;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;GUAYAS;MILAGRO;CONSUMO;7152876.71;453691.65;49292.71;7655861.07;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;GUAYAS;SAMBORONDON;CONSUMO;5690412.4;702117.03;78921.99;6471451.42;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;IMBABURA;IBARRA;CONSUMO;24881553.41;1079738.36;316171.05;26277462.82;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;IMBABURA;OTAVALO;CONSUMO;3395467.4;150601.43;37905.4;3583974.23;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;LOJA;CATAMAYO;CONSUMO;2026994.51;119887.85;13366.1;2160248.46;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;LOJA;LOJA;CONSUMO;24450936.25;1472494.8;389813.23;26313244.28;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;MANABI;MANTA;CONSUMO;82376802.11;3542720.48;1029240.91;86948763.5;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;MANABI;PORTOVIEJO;CONSUMO;4688557.24;235997.75;10340.67;4934895.66;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;MORONA SANTIAGO;MORONA;CONSUMO;4490789.42;91144.27;16147.12;4598080.81;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;MORONA SANTIAGO;SUCUA;CONSUMO;4895456.81;139945.28;29397.92;5064800.01;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;NAPO;TENA;CONSUMO;4558763.21;155828.79;106088.22;4820680.22;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;ORELLANA;ORELLANA;CONSUMO;844582.74;117934.88;26599.3;989116.92;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;PASTAZA;PASTAZA;CONSUMO;5711749.08;289641.46;95685.41;6097075.95;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;PICHINCHA;QUITO;CONSUMO;327973148.71;10306438.04;3057448.0;341337034.75;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;PICHINCHA;RUMIÑAHUI;CONSUMO;6286244.09;235930.02;75197.92;6597372.03;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;SANTA ELENA;LA LIBERTAD;CONSUMO;7109497.14;414967.17;54333.35;7578797.66;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;19779895.67;1534798.99;778442.41;22093137.07;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;TUNGURAHUA;AMBATO;CONSUMO;39173216.06;971424.14;446003.95;40590644.15;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;TUNGURAHUA;BAÑOS DE AGUA SANTA;CONSUMO;2047522.78;67560.89;17850.32;2132933.99;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP AUSTRO;ZAMORA CHINCHIPE;ZAMORA;CONSUMO;3397957.99;214891.58;36998.26;3649847.83;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;AZUAY;CUENCA;CONSUMO;3409649.32;283821.63;278105.62;3971576.57;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;BOLIVAR;GUARANDA;CONSUMO;6544935.21;133714.84;79625.95;6758276.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CARCHI;MONTUFAR;CONSUMO;1791803.78;93184.62;82759.22;1967747.62;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CHIMBORAZO;RIOBAMBA;CONSUMO;4058213.38;123435.17;62333.81;4243982.36;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;COTOPAXI;LATACUNGA;CONSUMO;7623705.69;110961.81;77365.71;7812033.21;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;GUAYAS;GUAYAQUIL;CONSUMO;2614613.06;63129.59;94390.23;2772132.88;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;IBARRA;CONSUMO;4335987.25;175913.39;92396.23;4604296.87;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;PIMAMPIRO;CONSUMO;5778055.13;72140.8;30897.55;5881093.48;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;LOJA;CONSUMO;9487354.23;324127.7;123194.97;9934676.9;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;PINDAL;CONSUMO;3876371.67;348427.1;67275.23;4292074.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;MANABI;PORTOVIEJO;CONSUMO;3689064.01;269140.56;112182.85;4070387.42;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;ORELLANA;ORELLANA;CONSUMO;3168383.62;79543.66;45579.01;3293506.29;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;PICHINCHA;QUITO;CONSUMO;16971337.97;1315282.92;847289.19;19133910.08;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;3276703.57;250323.35;372889.2;3899916.12;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SUCUMBIOS;LAGO AGRIO;CONSUMO;5347052.78;269092.67;123329.93;5739475.38;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;TUNGURAHUA;AMBATO;CONSUMO;4737805.08;165575.56;103786.86;5007167.5;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO COMERCIAL DE MANABI;GUAYAS;GUAYAQUIL;CONSUMO;11903433.55;202792.77;189554.29;12295780.61;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO COMERCIAL DE MANABI;MANABI;CHONE;CONSUMO;402271.21;5081.81;42226.06;449579.08;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO COMERCIAL DE MANABI;MANABI;MANTA;CONSUMO;313678.56;20935.4;4955.43;339569.39;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO COMERCIAL DE MANABI;MANABI;PORTOVIEJO;CONSUMO;7321180.12;274585.33;52888.17;7648653.62;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BANCO COMERCIAL DE MANABI;MANABI;SUCRE;CONSUMO;510926.14;10742.77;5926.08;527594.99;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;AZUAY;CUENCA;CONSUMO;18200561.55;536482.71;34760.35;18771804.61;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;CAÑAR;AZOGUES;CONSUMO;3620075.02;49436.91;6119.44;3675631.37;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;CAÑAR;CAÑAR;CONSUMO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;CAÑAR;LA TRONCAL;CONSUMO;3602611.37;77554.34;7181.11;3687346.82;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;EL ORO;MACHALA;CONSUMO;10084817.16;546286.39;28988.29;10660091.84;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;ESMERALDAS;ESMERALDAS;CONSUMO;137916.09;16236.22;2687.18;156839.49;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;ESMERALDAS;LA CONCORDIA;CONSUMO;5166376.54;162101.11;9023.78;5337501.43;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;GUAYAS;DAULE;CONSUMO;3371402.16;163650.26;10738.86;3545791.28;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;GUAYAS;DURAN;CONSUMO;2910658.85;105566.64;16537.23;3032762.72;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;GUAYAS;EMPALME;CONSUMO;3338084.33;97553.61;9982.55;3445620.49;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;GUAYAS;GUAYAQUIL;CONSUMO;756633789.5;32654064.74;10128758.85;799416613.09;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;GUAYAS;MILAGRO;CONSUMO;8006171.87;334342.07;28990.77;8369504.71;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;GUAYAS;SAMBORONDON;CONSUMO;15541584.78;258872.73;111227.57;15911685.08;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;IMBABURA;IBARRA;CONSUMO;0.0;0.0;13.0;13.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;LOJA;LOJA;CONSUMO;6546137.27;399128.22;25216.49;6970481.98;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;LOS RIOS;BABAHOYO;CONSUMO;6053413.89;208344.53;17352.69;6279111.11;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;LOS RIOS;BUENA FE;CONSUMO;2495812.2;55549.76;4691.74;2556053.7;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;LOS RIOS;QUEVEDO;CONSUMO;5788472.52;195406.07;9942.91;5993821.5;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;MANABI;EL CARMEN;CONSUMO;4526385.85;184456.42;16609.85;4727452.12;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;MANABI;MANTA;CONSUMO;10645477.79;420796.85;26998.44;11093273.08;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;MANABI;PORTOVIEJO;CONSUMO;9988110.49;534360.43;30078.98;10552549.9;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;PICHINCHA;QUITO;CONSUMO;109329745.51;4847956.91;635337.34;114813039.76;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;PICHINCHA;RUMIÑAHUI;CONSUMO;3951280.27;133830.15;8185.51;4093295.93;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;SANTA ELENA;LA LIBERTAD;CONSUMO;4502476.49;268966.22;15464.33;4786907.04;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;14479729.34;712035.52;68427.89;15260192.75;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP BOLIVARIANO;TUNGURAHUA;AMBATO;CONSUMO;10517786.67;730540.71;41954.65;11290282.03;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP CAPITAL;AZUAY;CUENCA;CONSUMO;0.0;0.0;11.0;11.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP CAPITAL;GUAYAS;GUAYAQUIL;CONSUMO;11209248.61;310951.15;16947.34;11537147.1;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP CAPITAL;IMBABURA;IBARRA;CONSUMO;18799419.83;460528.62;57468.08;19317416.53;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-01-31;BP CAPITAL;IMBABURA;OTAVALO;CONSUMO;0.0;0.0;5.0;5.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
